name,description,label
physical_person_ex_partner_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'An ex spouse or partner' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_parent_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'A parent or step-parent' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_sibling_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'A brother or sister' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_child_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'A son or daughter' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_other_relative_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'Another relative' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_coworker_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'A coworker' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_neighbor_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'A neighbor' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_friend_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'A friend' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_non_relative_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'Some other non-relative' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_dont_know_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'Don't know' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_refused_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'Refused' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_live_then,SR_41a. Did that person (any of those people) live with you when these things happened?,
physical_person_live_then_2cat,SR_41a. Did that person (any of those people) live with you when these things happened?,
physical_person_live_then_2cat_f,SR_41a. Did that person (any of those people) live with you when these things happened?,
physical_person_live_now,SR_41b. Does that person (any of those people) live with you now?,
physical_person_live_now_2cat,SR_41b. Does that person (any of those people) live with you now?,
physical_person_live_now_2cat_f,SR_41b. Does that person (any of those people) live with you now?,
sexual_harm_65,SR_49c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_harm_65_2cat,SR_49c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_harm_65_2cat_f,SR_49c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_harm_last_time,SR_49d. How long ago was the last time (most recent time) this happened?,
sexual_harm_last_time_6cat,SR_49d. How long ago was the last time (most recent time) this happened?,
sexual_harm_last_time_6cat_f,SR_49d. How long ago was the last time (most recent time) this happened?,
sexual_touched_65,SR_50c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_touched_65_2cat,SR_50c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_touched_65_2cat_f,SR_50c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_touched_last_time,SR_50d. How long ago was the last time (most recent time) this happened?,
sexual_touched_last_time_6cat,SR_50d. How long ago was the last time (most recent time) this happened?,
sexual_touched_last_time_6cat_f,SR_50d. How long ago was the last time (most recent time) this happened?,
sexual_forced_65,SR_51c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_forced_65_2cat,SR_51c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_forced_65_2cat_f,SR_51c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_forced_last_time,SR_51d. How long ago was the last time (most recent time) this happened?,
sexual_forced_last_time_6cat,SR_51d. How long ago was the last time (most recent time) this happened?,
sexual_forced_last_time_6cat_f,SR_51d. How long ago was the last time (most recent time) this happened?,
sexual_picture_65,SR_52c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_picture_65_2cat,SR_52c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_picture_65_2cat_f,SR_52c. Were you age 65 or older the last time (most recent time) this happened?,
sexual_picture_last_time,SR_52d. How long ago was the last time (most recent time) this happened?,
sexual_picture_last_time_6cat,SR_52d. How long ago was the last time (most recent time) this happened?,
sexual_picture_last_time_6cat_f,SR_52d. How long ago was the last time (most recent time) this happened?,
sexual_incident_reported_v2,SR_54. Did you or anyone else report what happened to the police or other authorities?,
sexual_incident_reported_v2_2cat,SR_54. Did you or anyone else report what happened to the police or other authorities?,
sexual_incident_reported_v2_2cat_f,SR_54. Did you or anyone else report what happened to the police or other authorities?,
sexual_incident_person_v2,"SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_stranger_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'A stranger' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_spouse_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'A spouse or partner' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_ex_partner_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'An ex spouse or partner' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_parent_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'A parent or step-parent' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_sibling_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'A brother or sister' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_child_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'A son or daughter' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_other_relative_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'Another relative' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_coworker_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'A coworker' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_neighbor_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'A neighbor' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_friend_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'A friend' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_non_relative_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'Some other non-relative' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_dont_know_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'Don't know' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_refused_v2,"Dummy variable derived from sexual_incident_person_v2 for value of 'Refused' as response to the question - SR_56. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
sexual_person_live_then,SR_57a. Did that person (any of those people) live with you when these things happened?,
sexual_person_live_then_2cat,SR_57a. Did that person (any of those people) live with you when these things happened?,
sexual_person_live_then_2cat_f,SR_57a. Did that person (any of those people) live with you when these things happened?,
sexual_person_live_now,SR_57b. Does that person (any of those people) live with you now?,
sexual_person_live_now_2cat,SR_57b. Does that person (any of those people) live with you now?,
sexual_person_live_now_2cat_f,SR_57b. Does that person (any of those people) live with you now?,
report_private,"SR_98 [Please don’t read — just complete on your own]. Was another person (e.g., caregivers, family members, friends, etc.) present when completing THIS SECTION (Self-Report Injury, Violence, Neglect, & Exploitation) of the interview?",
report_private_4cat,"SR_98 [Please don’t read — just complete on your own]. Was another person (e.g., caregivers, family members, friends, etc.) present when completing THIS SECTION (Self-Report Injury, Violence, Neglect, & Exploitation) of the interview?",
report_private_4cat_f,"SR_98 [Please don’t read — just complete on your own]. Was another person (e.g., caregivers, family members, friends, etc.) present when completing THIS SECTION (Self-Report Injury, Violence, Neglect, & Exploitation) of the interview?",
report_influence,"SR_99 [Please don’t read — just complete on your own]. Did you get the impression that the presence of other people (e.g., caregivers, family members, friends, etc.) may have affected the answers given by the patient during THIS SECTION (Self-Report Injury, Violence, Neglect, & Exploitation) of the interview?",
report_influence_2cat,"SR_99 [Please don’t read — just complete on your own]. Did you get the impression that the presence of other people (e.g., caregivers, family members, friends, etc.) may have affected the answers given by the patient during THIS SECTION (Self-Report Injury, Violence, Neglect, & Exploitation) of the interview?",
report_influence_2cat_f,"SR_99 [Please don’t read — just complete on your own]. Did you get the impression that the presence of other people (e.g., caregivers, family members, friends, etc.) may have affected the answers given by the patient during THIS SECTION (Self-Report Injury, Violence, Neglect, & Exploitation) of the interview?",
xc_lead_panel_summary_count,"Calculated count of positive abuse instances across SelfReport, ApsInvestigations, and ObservationalMeasures.",
